Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
12:03:57 a. m.,Exactamente así a lo largo de la sesión las puede estar ocupando dependiendo cómo vaya. Yendo la sesión también al lado,GDL,C+,35 - 55 años,2,Participant,dce63836bc,exactamente largo sesión puede ocupando dependiendo vaya yendo sesión lado,exactamente así a lo largo de la sesión las puede estar ocupando dependiendo cómo vaya. yendo la sesión también al lado,Unclassified,0
12:04:05 a. m.,Muy bien.,GDL,C+,35 - 55 años,2,Participant,e354b93a56,,muy bien.,Unclassified,0.998559177
12:04:06 a. m.,"está una manita, la cual puedes tocar para levantar la mano y poder dar tu opinión. Exactamente esa",GDL,C+,35 - 55 años,2,Participant,dce63836bc,manita puedes tocar levantar mano poder dar opinión exactamente,"está una manita, la cual puedes tocar para levantar la mano y poder dar tu opinión. exactamente esa",Unclassified,0
12:04:13 a. m.,ok,GDL,C+,35 - 55 años,2,Participant,e354b93a56,,ok,Unclassified,0
12:04:16 a. m.,"Vale, alguna duda.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale alguna duda,"vale, alguna duda.",Unclassified,0
12:04:18 a. m.,no ninguna,GDL,C+,35 - 55 años,2,Participant,e354b93a56,ninguna,no ninguna,Unclassified,0.879690051
12:04:20 a. m.,Okay vale Si gustas a pagar tu cámara y tu micrófono en unos 15 minutos más o menos iniciamos.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale gustas pagar cámara micrófono 15 minutos menos iniciamos,okay vale si gustas a pagar tu cámara y tu micrófono en unos 15 minutos más o menos iniciamos.,Unclassified,0
12:04:28 a. m.,Okay cámara y micrófono,GDL,C+,35 - 55 años,2,Participant,e354b93a56,cámara micrófono,okay cámara y micrófono,Unclassified,0
12:04:28 a. m.,"Vale, muchas gracias. Hola Armando buenas noches",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale muchas gracias hola armando buenas noches,"vale, muchas gracias. hola armando buenas noches",Unclassified,0.998534679
12:04:42 a. m.,"Hola Buenas noches, qué tal?",GDL,C+,35 - 55 años,2,Participant,5cbd351266,hola buenas noches tal,"hola buenas noches, qué tal?",Unclassified,0.608683407
12:04:45 a. m.,"Me podrías apoyar poniendo tu cámara, por favor?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,podrías apoyar poniendo cámara favor,"me podrías apoyar poniendo tu cámara, por favor?",Unclassified,0
12:04:48 a. m.,Sí claro.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,claro,sí claro.,Unclassified,0
12:04:49 a. m.,Gracias.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,gracias,gracias.,Unclassified,0.998385549
12:04:59 a. m.,listo,GDL,C+,35 - 55 años,2,Participant,5cbd351266,listo,listo,Unclassified,0.979259133
12:05:00 a. m.,"Okay ingresaste desde computadora, verdad?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,ingresaste computadora,"okay ingresaste desde computadora, verdad?",Unclassified,0
12:05:04 a. m.,Sí es correcto.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,correcto,sí es correcto.,Unclassified,0
12:05:04 a. m.,"Vale, en la parte inferior te aparece una carita ya la observaste?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale parte inferior aparece carita observaste,"vale, en la parte inferior te aparece una carita ya la observaste?",Unclassified,0
12:05:09 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,5cbd351266,,sí,Unclassified,0
12:05:10 a. m.,"Vale, le puedes dar ahí y enviarme una reacción. Vale, a lo largo de la sesión las vas a estar ocupando. Así que conforme vaya llevando la sesión como una tipo opinión y en",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale puedes dar enviarme reacción vale largo sesión vas ocupando conforme vaya llevando sesión tipo opinión,"vale, le puedes dar ahí y enviarme una reacción. vale, a lo largo de la sesión las vas a estar ocupando. así que conforme vaya llevando la sesión como una tipo opinión y en",Unclassified,0
12:05:24 a. m.,Muy bien.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,,muy bien.,Unclassified,0.998559177
12:05:25 a. m.,la parte derecha de la carita te aparece una manita.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,parte derecha carita aparece manita,la parte derecha de la carita te aparece una manita.,Unclassified,0
12:05:31 a. m.,En la parte.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,parte,en la parte.,Unclassified,0
12:05:33 a. m.,La cual puedes tocar cuando gustes dar tu opinión con ella puedes levantar la mano para que te hagan caso?,GDL,C+,35 - 55 años,2,Participant,dce63836bc,puedes tocar gustes dar opinión puedes levantar mano hagan caso,la cual puedes tocar cuando gustes dar tu opinión con ella puedes levantar la mano para que te hagan caso?,Unclassified,0
12:05:39 a. m.,"Sí, Okay de acuerdo.",GDL,C+,35 - 55 años,2,Participant,5cbd351266,acuerdo,"sí, okay de acuerdo.",Unclassified,0
12:05:40 a. m.,"Vale, alguna duda.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale alguna duda,"vale, alguna duda.",Unclassified,0
12:05:42 a. m.,"No sería está bien todo, gracias.",GDL,C+,35 - 55 años,2,Participant,5cbd351266,gracias,"no sería está bien todo, gracias.",Unclassified,0
12:05:45 a. m.,Vale Aproximadamente en 15 minutos iniciamos Si gustas Apagar tu,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale aproximadamente 15 minutos iniciamos gustas apagar,vale aproximadamente en 15 minutos iniciamos si gustas apagar tu,Unclassified,0
12:05:48 a. m.,Sí muy bien.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,,sí muy bien.,Unclassified,0.998619318
12:05:49 a. m.,teléfono y tu cámara.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,teléfono cámara,teléfono y tu cámara.,Unclassified,0
12:05:51 a. m.,Okay gracias,GDL,C+,35 - 55 años,2,Participant,5cbd351266,gracias,okay gracias,Unclassified,0.998617053
12:05:53 a. m.,"Vale gracias. Hola buenas noches ingresaste con el nombre de desconocido Me apoyas con tu nombre, por favor?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale gracias hola buenas noches ingresaste nombre desconocido apoyas nombre favor,"vale gracias. hola buenas noches ingresaste con el nombre de desconocido me apoyas con tu nombre, por favor?",Unclassified,0
12:10:28 a. m.,Ay No puedo cambiarlo,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,ay puedo cambiarlo,ay no puedo cambiarlo,Unclassified,-0.999181211
12:10:31 a. m.,No sé no te preocupes Cuál es tu nombre.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,preocupes cuál nombre,no sé no te preocupes cuál es tu nombre.,Unclassified,0
12:10:34 a. m.,René de la Torre,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,rené torre,rené de la torre,Unclassified,0
12:10:36 a. m.,"Okay Vale Buenas noches en la parte inferior Bueno ingresaste desde teléfono, verdad?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale buenas noches parte inferior ingresaste teléfono,"okay vale buenas noches en la parte inferior bueno ingresaste desde teléfono, verdad?",Unclassified,0
12:10:42 a. m.,Así es.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,,así es.,Unclassified,0
12:10:43 a. m.,Me podrías apoyar y poniéndolo de manera horizontal?,GDL,C+,35 - 55 años,2,Participant,dce63836bc,podrías apoyar poniéndolo manera horizontal,me podrías apoyar y poniéndolo de manera horizontal?,Unclassified,0
12:10:48 a. m.,Okay. Déjame.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,déjame,okay. déjame.,Unclassified,0
12:10:52 a. m.,"Antes de voltearlo, podrías activar la rotación?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,voltearlo podrías activar rotación,"antes de voltearlo, podrías activar la rotación?",Unclassified,0
12:10:57 a. m.,Es lo que estoy haciendo.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,haciendo,es lo que estoy haciendo.,Unclassified,0
12:10:59 a. m.,"Okay Vale gracias Vale, en la parte inferior de tu teléfono te aparecen tres puntitos ya los viste? Le puedes dar ahí? Te va a aparecer una opción de enviar una reacción.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale gracias vale parte inferior teléfono aparecen tres puntitos viste puedes dar aparecer opción enviar reacción,"okay vale gracias vale, en la parte inferior de tu teléfono te aparecen tres puntitos ya los viste? le puedes dar ahí? te va a aparecer una opción de enviar una reacción.",Unclassified,0.960675418
12:11:15 a. m.,Enviar una reacción bueno vienen los iconos.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,enviar reacción vienen iconos,enviar una reacción bueno vienen los iconos.,Unclassified,0
12:11:19 a. m.,Okay.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,,okay.,Unclassified,0
12:11:20 a. m.,Mensajes en la llamada compartir pantalla Mostrar subtítulos informar un problema configuración denunciar abuso actividades y sobre la marcha es lo que aparece.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,mensajes llamada compartir pantalla mostrar subtítulos informar problema configuración denunciar abuso actividades marcha aparece,mensajes en la llamada compartir pantalla mostrar subtítulos informar un problema configuración denunciar abuso actividades y sobre la marcha es lo que aparece.,Unclassified,0
12:11:32 a. m.,O al lado de los puntitos te aparece alguna carita.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,lado puntitos aparece alguna carita,o al lado de los puntitos te aparece alguna carita.,Unclassified,0
12:11:37 a. m.,"No, solo viene una cámara un micrófono una manita, los tres puntitos y el de colgar la llamada.",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,viene cámara micrófono manita tres puntitos colgar llamada,"no, solo viene una cámara un micrófono una manita, los tres puntitos y el de colgar la llamada.",Unclassified,0
12:11:46 a. m.,"Ok bueno, vale No te preocupes ahí donde está la manita, esa la vas a ocupar a lo largo de la sesión, por si quieres y dar tu opinión, esta la puedes levantar para que te hagan pues caso.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale preocupes manita vas ocupar largo sesión quieres dar opinión puedes levantar hagan caso,"ok bueno, vale no te preocupes ahí donde está la manita, esa la vas a ocupar a lo largo de la sesión, por si quieres y dar tu opinión, esta la puedes levantar para que te hagan pues caso.",Unclassified,0
12:11:59 a. m.,"perfecto, No nada más era esa de",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,perfecto,"perfecto, no nada más era esa de",Unclassified,0
12:12:00 a. m.,"Vale, alguna duda.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale alguna duda,"vale, alguna duda.",Unclassified,0
12:12:05 a. m.,"cómo, cómo cambiarle? el nombre",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,cambiarle nombre,"cómo, cómo cambiarle? el nombre",Unclassified,0
12:12:09 a. m.,"No te preocupes, así lo dejamos ahorita, avisamos quién eres?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,preocupes dejamos avisamos quién,"no te preocupes, así lo dejamos ahorita, avisamos quién eres?",Unclassified,0
12:12:13 a. m.,Okay gracias,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,gracias,okay gracias,Unclassified,0.998617053
12:12:14 a. m.,"porque es medio complicado, solamente",GDL,C+,35 - 55 años,2,Participant,dce63836bc,medio complicado solamente,"porque es medio complicado, solamente",Unclassified,-0.988268495
12:12:17 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,,sí,Unclassified,0
12:12:17 a. m.,"te pediría que a lo largo de la sesión dejes fijo tu teléfono. Vale, vale Si gustas a pagar tu micrófono y tu cámara y está bien. Vale gracias.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,pediría largo sesión dejes fijo teléfono vale vale gustas pagar micrófono cámara vale gracias,"te pediría que a lo largo de la sesión dejes fijo tu teléfono. vale, vale si gustas a pagar tu micrófono y tu cámara y está bien. vale gracias.",Unclassified,0
12:12:28 a. m.,Okay.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,,okay.,Unclassified,0
12:13:22 a. m.,Hola Diana buenas noches Tienes tu micrófono desactivado?,GDL,C+,35 - 55 años,2,Participant,dce63836bc,hola diana buenas noches micrófono desactivado,hola diana buenas noches tienes tu micrófono desactivado?,Unclassified,0
12:13:47 a. m.,"Ya, buenas noches.",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,buenas noches,"ya, buenas noches.",Unclassified,0.968740523
12:13:52 a. m.,"Muy bien, gracias, con quién tengo el gusto?",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,gracias quién gusto,"muy bien, gracias, con quién tengo el gusto?",Unclassified,0
12:13:56 a. m.,Hola Roberto buenas noches Aquí estoy,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,hola roberto buenas noches,hola roberto buenas noches aquí estoy,Unclassified,0.990588427
12:13:59 a. m.,al contrario,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,contrario,al contrario,Unclassified,0
12:14:04 a. m.,desde una laptop,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,laptop,desde una laptop,Unclassified,0
12:14:13 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,,sí,Unclassified,0
12:14:20 a. m.,este,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,,este,Unclassified,0
12:14:30 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,,sí,Unclassified,0
12:14:31 a. m.,Hola buenas noches,GDL,C+,35 - 55 años,2,Participant,0cd4392355,hola buenas noches,hola buenas noches,Unclassified,0.997329593
12:14:33 a. m.,"Hola buenas noches, Ah okay, Perdón Roberto",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,hola buenas noches ah perdón roberto,"hola buenas noches, ah okay, perdón roberto",Unclassified,0
12:14:39 a. m.,No escucho.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,escucho,no escucho.,Unclassified,-0.644739389
12:14:45 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,,sí,Unclassified,0
12:14:50 a. m.,"Perfecto, gracias.",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,perfecto gracias,"perfecto, gracias.",Unclassified,0.998358905
12:14:55 a. m.,"Está bien, gracias.",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,gracias,"está bien, gracias.",Unclassified,0.907851815
12:15:04 a. m.,por celular por celular,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,celular celular,por celular por celular,Unclassified,0
12:15:10 a. m.,Es correcto.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,correcto,es correcto.,Unclassified,0
12:15:14 a. m.,correcto,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,correcto,correcto,Unclassified,0.996143401
12:15:19 a. m.,Okay Okay perfecto,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,perfecto,okay okay perfecto,Unclassified,0.998641431
12:15:31 a. m.,"Sí claro, Gracias",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,claro gracias,"sí claro, gracias",Unclassified,0.882164776
12:15:58 a. m.,Hola Qué tal Buenas noches Si me escuchan.,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,hola tal buenas noches escuchan,hola qué tal buenas noches si me escuchan.,Unclassified,0
12:16:09 a. m.,Claro que sí un segundito Aquí estoy.,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,claro segundito,claro que sí un segundito aquí estoy.,Unclassified,0
12:16:24 a. m.,Cómo cómo?,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,,cómo cómo?,Unclassified,0
12:16:33 a. m.,perfecto,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,perfecto,perfecto,Unclassified,0.998632729
12:16:47 a. m.,listo,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,listo,listo,Unclassified,0.979259133
12:16:52 a. m.,Okay.,GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,,okay.,Unclassified,0
12:17:05 a. m.,Hola,GDL,C+,35 - 55 años,2,Participant,0cd4392355,hola,hola,Unclassified,0
12:17:12 a. m.,"Okay perfecto, gracias.",GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,perfecto gracias,"okay perfecto, gracias.",Unclassified,0.998855591
12:17:23 a. m.,"Bien, gracias Y tú.",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,gracias,"bien, gracias y tú.",Unclassified,0.998892844
12:17:26 a. m.,"Qué bueno, dime.",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,dime,"qué bueno, dime.",Unclassified,0
12:17:33 a. m.,Estoy en una laptop.,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,laptop,estoy en una laptop.,Unclassified,0
12:17:41 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,,sí,Unclassified,0
12:17:51 a. m.,Te mando uno.,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,mando,te mando uno.,Unclassified,0
12:17:57 a. m.,Ah perfecto muy bien.,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,ah perfecto,ah perfecto muy bien.,Unclassified,0.998590887
12:18:06 a. m.,Okay muchas gracias.,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,muchas gracias,okay muchas gracias.,Unclassified,0.998523057
12:18:11 a. m.,perfecto,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,perfecto,perfecto,Unclassified,0.998632729
12:19:02 a. m.,"No, pero no se oye nada.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,oye,"no, pero no se oye nada.",Unclassified,-0.737605453
12:19:06 a. m.,Hola hola,GDL,C+,35 - 55 años,2,Participant,0cd4392355,hola hola,hola hola,Unclassified,0
12:19:09 a. m.,"No, Sí donde están las bocinitas.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,bocinitas,"no, sí donde están las bocinitas.",Unclassified,0
12:19:15 a. m.,"O sea, donde dice, es dice es y luego. no Subir volumen No sí que está una bocina o sea Esta es Luego una bocina luego otra bocina y luego otra bocina. Ah ya ya vi incluso arriba que dice al cien. Pero no oigo nada.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,subir volumen bocina bocina bocina bocina ah vi incluso arriba cien oigo,"o sea, donde dice, es dice es y luego. no subir volumen no sí que está una bocina o sea esta es luego una bocina luego otra bocina y luego otra bocina. ah ya ya vi incluso arriba que dice al cien. pero no oigo nada.",Unclassified,0
12:19:46 a. m.,"Hola buenas noches, me escuchas?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,hola buenas noches escuchas,"hola buenas noches, me escuchas?",Unclassified,0
12:19:48 a. m.,"Ya hoy, Perdón Sí gracias, hija, Bye Hola buenas noches, Perdón perdón, es que es la compu de mi hija y le digo no escucho nada, pero ya ya este ya escucho Gracias perdón.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,hoy perdón gracias hija bye hola buenas noches perdón perdón compu hija escucho escucho gracias perdón,"ya hoy, perdón sí gracias, hija, bye hola buenas noches, perdón perdón, es que es la compu de mi hija y le digo no escucho nada, pero ya ya este ya escucho gracias perdón.",Unclassified,0
12:20:01 a. m.,No se preocupe cuál es su nombre?,GDL,C+,35 - 55 años,2,Participant,dce63836bc,preocupe cuál nombre,no se preocupe cuál es su nombre?,Unclassified,0
12:20:03 a. m.,Lucía Covarrubias,GDL,C+,35 - 55 años,2,Participant,0cd4392355,lucía covarrubias,lucía covarrubias,Unclassified,0
12:20:07 a. m.,"Okay Vale ingreso ese computadora, verdad?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale ingreso computadora,"okay vale ingreso ese computadora, verdad?",Unclassified,0
12:20:11 a. m.,"Sí, estoy en computadora. Sí, tenía que ser en computadora.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,computadora computadora,"sí, estoy en computadora. sí, tenía que ser en computadora.",Unclassified,0
12:20:15 a. m.,Okay vale Sí está bien en la parte inferior.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale parte inferior,okay vale sí está bien en la parte inferior.,Unclassified,0
12:20:18 a. m.,Okay.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,,okay.,Unclassified,0
12:20:19 a. m.,de su pantalla le aparece una carita sonriendo.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,pantalla aparece carita sonriendo,de su pantalla le aparece una carita sonriendo.,Unclassified,0
12:20:23 a. m.,"En la parte inferior de mi, ah, sí,",GDL,C+,35 - 55 años,2,Participant,0cd4392355,parte inferior ah,"en la parte inferior de mi, ah, sí,",Unclassified,0
12:20:23 a. m.,Ya la vio.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vio,ya la vio.,Unclassified,0
12:20:26 a. m.,una carita sonriendo.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,carita sonriendo,una carita sonriendo.,Unclassified,0
12:20:29 a. m.,"Le puede dar ahí, por favor?",GDL,C+,35 - 55 años,2,Participant,dce63836bc,puede dar favor,"le puede dar ahí, por favor?",Unclassified,0
12:20:29 a. m.,sí Dice cena reaction ahí ya ahí mero.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,cena reaction mero,sí dice cena reaction ahí ya ahí mero.,Unclassified,0
12:20:38 a. m.,"Sí podría tocar cualquier carita, por favor.",GDL,C+,35 - 55 años,2,Participant,dce63836bc,podría tocar cualquier carita favor,"sí podría tocar cualquier carita, por favor.",Unclassified,0
12:20:41 a. m.,"Es Ah Okay cualquier carita, la que está sonriendo, ahí está.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,ah cualquier carita sonriendo,"es ah okay cualquier carita, la que está sonriendo, ahí está.",Unclassified,0
12:20:47 a. m.,Okay Vale al lado de la carita le aparece una manita ya la vio.,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale lado carita aparece manita vio,okay vale al lado de la carita le aparece una manita ya la vio.,Unclassified,0
12:20:52 a. m.,Al lado izquierdo Sí una manita. de hola,GDL,C+,35 - 55 años,2,Participant,0cd4392355,lado izquierdo manita hola,al lado izquierdo sí una manita. de hola,Unclassified,0
12:20:56 a. m.,"Vale, con esa. Con esa manita, a lo largo de la sesión, si gusta dar su opinión la puede tocar. Y ya bueno, se le da la palabra,",GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale manita largo sesión dar opinión puede tocar da palabra,"vale, con esa. con esa manita, a lo largo de la sesión, si gusta dar su opinión la puede tocar. y ya bueno, se le da la palabra,",Unclassified,0
12:21:05 a. m.,"Okay muy bien No no, perdón, no",GDL,C+,35 - 55 años,2,Participant,0cd4392355,perdón,"okay muy bien no no, perdón, no",Unclassified,0.912291527
12:21:07 a. m.,vale? Tiene alguna duda?,GDL,C+,35 - 55 años,2,Participant,dce63836bc,vale alguna duda,vale? tiene alguna duda?,Unclassified,0
12:21:11 a. m.,"que no escuchaba, pero ya ya estoy lista.",GDL,C+,35 - 55 años,2,Participant,0cd4392355,escuchaba lista,"que no escuchaba, pero ya ya estoy lista.",Unclassified,0.99639529
12:21:50 a. m.,No yo no,GDL,C+,35 - 55 años,2,Participant,0cd4392355,,no yo no,Unclassified,0
12:21:51 a. m.,"Bueno, bueno, me escuchan.",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,escuchan,"bueno, bueno, me escuchan.",Unclassified,0
12:21:53 a. m.,"Bueno, bueno, me escuchan.",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,escuchan,"bueno, bueno, me escuchan.",Unclassified,0
12:21:58 a. m.,Que no me Rodolfo Chávez buenas noches.,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,rodolfo chávez buenas noches,que no me rodolfo chávez buenas noches.,Unclassified,0
12:22:06 a. m.,"Muy bien, Buenas noches.",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,buenas noches,"muy bien, buenas noches.",Unclassified,0.998165309
12:23:35 a. m.,Okay gracias,GDL,C+,35 - 55 años,2,Participant,0cd4392355,gracias,okay gracias,Unclassified,0.998617053
12:28:57 a. m.,Buenas noches.,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,buenas noches,buenas noches.,Unclassified,0.993044913
12:29:05 a. m.,Yo soy Lucía es la computadora de mi hija que es Nancy Aguirre sí.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,lucía computadora hija nancy aguirre,yo soy lucía es la computadora de mi hija que es nancy aguirre sí.,Unclassified,0
12:29:13 a. m.,Buenas noches a todos.,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,buenas noches,buenas noches a todos.,Unclassified,0.947970092
12:29:15 a. m.,Buenas noches.,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,buenas noches,buenas noches.,Unclassified,0.993044913
12:29:18 a. m.,René buenas noches,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,rené buenas noches,rené buenas noches,Unclassified,0.99441129
12:29:37 a. m.,Gracias.,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,gracias,gracias.,Unclassified,0.998385549
12:33:06 a. m.,Sí qué tal Mira Me llamo René de la Torre Soy contador público tengo 48 años. Tengo dos hijas una en Secundaria una en primaria y en mis ratos libres no tengo ratos libres las chicas. este Tengo mi despacho. Me gusta hacer ejercicio todos los días gimnasio.,GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,tal mira llamo rené torre contador público 48 dos hijas secundaria primaria ratos libres ratos libres chicas despacho ejercicio días gimnasio,sí qué tal mira me llamo rené de la torre soy contador público tengo 48 años. tengo dos hijas una en secundaria una en primaria y en mis ratos libres no tengo ratos libres las chicas. este tengo mi despacho. me gusta hacer ejercicio todos los días gimnasio.,General opinions about the country,0
12:33:45 a. m.,Ok en realidad soy Lucía es la computadora hija Nancy,GDL,C+,35 - 55 años,2,Participant,0cd4392355,realidad lucía computadora hija nancy,ok en realidad soy lucía es la computadora hija nancy,General opinions about the country,0
12:33:52 a. m.,"Sí, soy Lucía tengo 55 años Tengo dos hijos una hija de 16 mi hijo de 25. Ahorita, pues ya estamos solos los tres, porque su papá de mis hijos murió hace años este yo Yo estudié en la escuela superior de lenguas modernas trabajo como maestra de inglés en un colegio y me gusta mucho salir con mis hijos a pasear visitar la familia vida social Me encanta. Me faltó algo, no verdad?",GDL,C+,35 - 55 años,2,Participant,0cd4392355,lucía 55 dos hijos hija 16 hijo 25 solos tres papá hijos murió estudié escuela superior lenguas modernas trabajo maestra inglés colegio salir hijos pasear visitar familia vida social encanta faltó,"sí, soy lucía tengo 55 años tengo dos hijos una hija de 16 mi hijo de 25. ahorita, pues ya estamos solos los tres, porque su papá de mis hijos murió hace años este yo yo estudié en la escuela superior de lenguas modernas trabajo como maestra de inglés en un colegio y me gusta mucho salir con mis hijos a pasear visitar la familia vida social me encanta. me faltó algo, no verdad?",General opinions about the country,0.971247792
12:34:24 a. m.,Y de nada.,GDL,C+,35 - 55 años,2,Participant,0cd4392355,,y de nada.,General opinions about the country,-0.998243093
12:34:31 a. m.,"Hola Buenas noches Mi nombre es Mónica Medina Álvarez yo soy licenciada en docencia del inglés Soy maestra de inglés de hace 27 años Tengo dos hijos, mi hijo tiene Ay perdón, se escucha bien.",GDL,C+,35 - 55 años,2,Participant,e354b93a56,hola buenas noches nombre mónica medina álvarez licenciada docencia inglés maestra inglés 27 dos hijos hijo ay perdón escucha,"hola buenas noches mi nombre es mónica medina álvarez yo soy licenciada en docencia del inglés soy maestra de inglés de hace 27 años tengo dos hijos, mi hijo tiene ay perdón, se escucha bien.",General opinions about the country,0
